Criminality,Area of Responsibility (AOR),Country of Citizenship,Fiscal Year,Fiscal Quarter,Fiscal Month,Month-Year,Administrative Arrests
Criminal Conviction,Washington DC,MEXICO,2021,1,2,Nov 2020,36
Criminal Conviction,Washington DC,MEXICO,2021,1,1,Oct 2020,31
Criminal Conviction,Washington DC,MEXICO,2021,2,5,Feb 2021,24
Criminal Conviction,Washington DC,MEXICO,2021,2,6,Mar 2021,28
Criminal Conviction,Washington DC,MEXICO,2021,2,4,Jan 2021,25
Criminal Conviction,Washington DC,MEXICO,2021,3,9,Jun 2021,10
Criminal Conviction,Washington DC,MEXICO,2021,4,10,Jul 2021,13
Criminal Conviction,Washington DC,MEXICO,2021,4,12,Sep 2021,12
Criminal Conviction,Washington DC,MEXICO,2022,1,3,Dec 2021,15
Criminal Conviction,Washington DC,MEXICO,2022,1,2,Nov 2021,10
Criminal Conviction,Washington DC,MEXICO,2022,2,5,Feb 2022,12
Criminal Conviction,Washington DC,MEXICO,2022,2,6,Mar 2022,13
Criminal Conviction,Washington DC,MEXICO,2022,2,4,Jan 2022,12
Criminal Conviction,Washington DC,MEXICO,2022,3,7,Apr 2022,13
Criminal Conviction,Washington DC,MEXICO,2022,3,8,May 2022,11
Criminal Conviction,Washington DC,MEXICO,2022,3,9,Jun 2022,16
Criminal Conviction,Washington DC,MEXICO,2022,4,10,Jul 2022,22
Criminal Conviction,Washington DC,MEXICO,2022,4,11,Aug 2022,17
Criminal Conviction,Washington DC,MEXICO,2022,4,12,Sep 2022,12
Criminal Conviction,Washington DC,MEXICO,2023,1,3,Dec 2022,16
Criminal Conviction,Washington DC,MEXICO,2023,1,2,Nov 2022,27
Criminal Conviction,Washington DC,MEXICO,2023,1,1,Oct 2022,18
Criminal Conviction,Washington DC,MEXICO,2023,2,5,Feb 2023,25
Criminal Conviction,Washington DC,MEXICO,2023,2,6,Mar 2023,23
Criminal Conviction,Washington DC,MEXICO,2023,2,4,Jan 2023,20
Criminal Conviction,Washington DC,MEXICO,2023,3,7,Apr 2023,19
Criminal Conviction,Washington DC,MEXICO,2023,3,8,May 2023,29
Criminal Conviction,Washington DC,MEXICO,2023,3,9,Jun 2023,26
Criminal Conviction,Washington DC,MEXICO,2023,4,10,Jul 2023,30
Criminal Conviction,Washington DC,MEXICO,2023,4,11,Aug 2023,23
Criminal Conviction,Washington DC,MEXICO,2023,4,12,Sep 2023,30
Criminal Conviction,Washington DC,MEXICO,2024,1,3,Dec 2023,22
Criminal Conviction,Washington DC,MEXICO,2024,1,2,Nov 2023,23
Criminal Conviction,Washington DC,MEXICO,2024,1,1,Oct 2023,15
Criminal Conviction,Washington DC,MEXICO,2024,2,5,Feb 2024,28
Criminal Conviction,Washington DC,MEXICO,2024,2,6,Mar 2024,27
Criminal Conviction,Washington DC,MEXICO,2024,2,4,Jan 2024,24
Criminal Conviction,Washington DC,MEXICO,2024,3,7,Apr 2024,27
Criminal Conviction,Washington DC,MEXICO,2024,3,8,May 2024,27
Criminal Conviction,Washington DC,MEXICO,2024,3,9,Jun 2024,20
Criminal Conviction,Washington DC,MEXICO,2024,4,10,Jul 2024,32
Criminal Conviction,Washington DC,MEXICO,2024,4,11,Aug 2024,29
Criminal Conviction,Washington DC,MEXICO,2024,4,12,Sep 2024,23
Other Immigration Violator,Atlanta,BRAZIL,2022,1,2,Nov 2021,21
Other Immigration Violator,Atlanta,BRAZIL,2022,2,5,Feb 2022,34
Other Immigration Violator,Atlanta,BRAZIL,2022,2,6,Mar 2022,21
Other Immigration Violator,Atlanta,BRAZIL,2022,3,7,Apr 2022,21
Other Immigration Violator,Atlanta,BRAZIL,2022,3,8,May 2022,15
Other Immigration Violator,Atlanta,BRAZIL,2022,4,10,Jul 2022,21
Other Immigration Violator,Atlanta,BRAZIL,2023,1,3,Dec 2022,17
Other Immigration Violator,Atlanta,BRAZIL,2023,1,2,Nov 2022,37
Other Immigration Violator,Atlanta,BRAZIL,2023,1,1,Oct 2022,29
Other Immigration Violator,Atlanta,BRAZIL,2023,2,5,Feb 2023,15
Other Immigration Violator,Atlanta,BRAZIL,2023,2,6,Mar 2023,13
Other Immigration Violator,Atlanta,BRAZIL,2023,2,4,Jan 2023,11
Other Immigration Violator,Atlanta,BRAZIL,2023,3,7,Apr 2023,17
Other Immigration Violator,Atlanta,BRAZIL,2023,3,8,May 2023,12
Other Immigration Violator,Atlanta,COLOMBIA,2022,1,2,Nov 2021,12
Other Immigration Violator,Atlanta,COLOMBIA,2022,2,5,Feb 2022,57
Other Immigration Violator,Atlanta,COLOMBIA,2022,2,6,Mar 2022,101
Other Immigration Violator,Atlanta,COLOMBIA,2022,3,7,Apr 2022,47
Other Immigration Violator,Atlanta,COLOMBIA,2022,3,8,May 2022,52
Other Immigration Violator,Atlanta,COLOMBIA,2022,3,9,Jun 2022,95
Other Immigration Violator,Atlanta,COLOMBIA,2022,4,10,Jul 2022,49
Other Immigration Violator,Atlanta,COLOMBIA,2022,4,11,Aug 2022,69
Other Immigration Violator,Atlanta,COLOMBIA,2022,4,12,Sep 2022,31
Other Immigration Violator,Atlanta,COLOMBIA,2023,1,3,Dec 2022,29
Other Immigration Violator,Atlanta,COLOMBIA,2023,1,2,Nov 2022,102
Other Immigration Violator,Atlanta,COLOMBIA,2023,1,1,Oct 2022,65
Other Immigration Violator,Atlanta,COLOMBIA,2023,2,5,Feb 2023,57
Other Immigration Violator,Atlanta,COLOMBIA,2023,2,6,Mar 2023,51
Other Immigration Violator,Atlanta,COLOMBIA,2023,2,4,Jan 2023,48
Other Immigration Violator,Atlanta,COLOMBIA,2023,3,7,Apr 2023,22
Other Immigration Violator,Atlanta,COLOMBIA,2023,3,8,May 2023,15
Other Immigration Violator,Atlanta,COLOMBIA,2023,3,9,Jun 2023,12
Other Immigration Violator,Atlanta,COLOMBIA,2023,4,10,Jul 2023,15
Other Immigration Violator,Atlanta,COLOMBIA,2023,4,11,Aug 2023,28
Other Immigration Violator,Atlanta,COLOMBIA,2023,4,12,Sep 2023,15
Other Immigration Violator,Atlanta,COLOMBIA,2024,1,3,Dec 2023,14
Other Immigration Violator,Atlanta,COLOMBIA,2024,1,2,Nov 2023,13
Other Immigration Violator,Atlanta,COLOMBIA,2024,1,1,Oct 2023,32
Other Immigration Violator,Atlanta,COLOMBIA,2024,2,5,Feb 2024,10
Other Immigration Violator,Atlanta,COLOMBIA,2024,3,8,May 2024,11
Other Immigration Violator,Atlanta,COLOMBIA,2024,4,10,Jul 2024,13
Other Immigration Violator,Atlanta,CUBA,2022,2,5,Feb 2022,20
Other Immigration Violator,Atlanta,CUBA,2022,2,6,Mar 2022,29
Other Immigration Violator,Atlanta,CUBA,2022,2,4,Jan 2022,10
Other Immigration Violator,Atlanta,CUBA,2022,3,7,Apr 2022,16
Other Immigration Violator,Atlanta,CUBA,2022,3,8,May 2022,49
Other Immigration Violator,Atlanta,CUBA,2022,3,9,Jun 2022,14
Other Immigration Violator,Atlanta,CUBA,2022,4,11,Aug 2022,10
Other Immigration Violator,Atlanta,CUBA,2022,4,12,Sep 2022,14
Other Immigration Violator,Atlanta,CUBA,2023,1,2,Nov 2022,39
Other Immigration Violator,Atlanta,CUBA,2023,1,1,Oct 2022,55
Other Immigration Violator,Atlanta,CUBA,2023,2,5,Feb 2023,16
Other Immigration Violator,Atlanta,CUBA,2023,2,6,Mar 2023,34
Other Immigration Violator,Atlanta,CUBA,2023,2,4,Jan 2023,14
Other Immigration Violator,Atlanta,CUBA,2023,3,7,Apr 2023,24
Other Immigration Violator,Atlanta,CUBA,2023,3,8,May 2023,19
Other Immigration Violator,Atlanta,CUBA,2023,3,9,Jun 2023,17
Other Immigration Violator,Atlanta,CUBA,2023,4,10,Jul 2023,26
Other Immigration Violator,Atlanta,CUBA,2023,4,11,Aug 2023,16
Other Immigration Violator,Atlanta,CUBA,2023,4,12,Sep 2023,12
Other Immigration Violator,Atlanta,CUBA,2024,1,3,Dec 2023,13
Other Immigration Violator,Atlanta,CUBA,2024,1,2,Nov 2023,10
Other Immigration Violator,Atlanta,CUBA,2024,1,1,Oct 2023,25
Other Immigration Violator,Atlanta,CUBA,2024,3,8,May 2024,12
Other Immigration Violator,Atlanta,ECUADOR,2022,1,2,Nov 2021,13
Other Immigration Violator,Atlanta,ECUADOR,2022,1,1,Oct 2021,10
Other Immigration Violator,Atlanta,EL SALVADOR,2021,3,8,May 2021,25
Other Immigration Violator,Atlanta,EL SALVADOR,2021,3,9,Jun 2021,45
Other Immigration Violator,Atlanta,EL SALVADOR,2021,4,10,Jul 2021,32
Other Immigration Violator,Atlanta,EL SALVADOR,2021,4,11,Aug 2021,33
Other Immigration Violator,Atlanta,EL SALVADOR,2021,4,12,Sep 2021,35
Other Immigration Violator,Atlanta,EL SALVADOR,2022,1,3,Dec 2021,14
Other Immigration Violator,Atlanta,EL SALVADOR,2022,1,2,Nov 2021,64
Other Immigration Violator,Atlanta,EL SALVADOR,2022,1,1,Oct 2021,32
Other Immigration Violator,Atlanta,EL SALVADOR,2022,2,5,Feb 2022,11
Other Immigration Violator,Atlanta,EL SALVADOR,2022,2,6,Mar 2022,28
Other Immigration Violator,Atlanta,EL SALVADOR,2022,2,4,Jan 2022,10
Other Immigration Violator,Atlanta,EL SALVADOR,2022,3,8,May 2022,12
Other Immigration Violator,Atlanta,EL SALVADOR,2022,3,9,Jun 2022,10
Other Immigration Violator,Atlanta,EL SALVADOR,2022,4,10,Jul 2022,11
Other Immigration Violator,Atlanta,EL SALVADOR,2023,1,1,Oct 2022,16
Other Immigration Violator,Atlanta,GUATEMALA,2021,3,8,May 2021,54
Other Immigration Violator,Atlanta,GUATEMALA,2021,3,9,Jun 2021,35
Other Immigration Violator,Atlanta,GUATEMALA,2021,4,10,Jul 2021,26
Other Immigration Violator,Atlanta,GUATEMALA,2021,4,11,Aug 2021,44
Other Immigration Violator,Atlanta,GUATEMALA,2021,4,12,Sep 2021,73
Other Immigration Violator,Atlanta,GUATEMALA,2022,1,3,Dec 2021,23
Other Immigration Violator,Atlanta,GUATEMALA,2022,1,2,Nov 2021,79
Other Immigration Violator,Atlanta,GUATEMALA,2022,1,1,Oct 2021,54
Other Immigration Violator,Atlanta,GUATEMALA,2022,2,5,Feb 2022,30
Other Immigration Violator,Atlanta,GUATEMALA,2022,2,6,Mar 2022,21
Other Immigration Violator,Atlanta,GUATEMALA,2022,2,4,Jan 2022,25
Other Immigration Violator,Atlanta,GUATEMALA,2022,3,7,Apr 2022,16
Other Immigration Violator,Atlanta,GUATEMALA,2022,3,8,May 2022,12
Other Immigration Violator,Atlanta,GUATEMALA,2022,4,12,Sep 2022,11
Other Immigration Violator,Atlanta,GUATEMALA,2024,1,3,Dec 2023,12
Other Immigration Violator,Atlanta,GUATEMALA,2024,1,1,Oct 2023,12
Other Immigration Violator,Atlanta,GUATEMALA,2024,2,5,Feb 2024,12
Other Immigration Violator,Atlanta,HAITI,2021,4,11,Aug 2021,16
Other Immigration Violator,Atlanta,HAITI,2021,4,12,Sep 2021,18
Other Immigration Violator,Atlanta,HAITI,2022,1,3,Dec 2021,16
Other Immigration Violator,Atlanta,HAITI,2022,1,2,Nov 2021,35
Other Immigration Violator,Atlanta,HAITI,2022,1,1,Oct 2021,12
Other Immigration Violator,Atlanta,HAITI,2022,2,5,Feb 2022,10
Other Immigration Violator,Atlanta,HAITI,2022,2,6,Mar 2022,12
Other Immigration Violator,Atlanta,HAITI,2022,3,7,Apr 2022,13
Other Immigration Violator,Atlanta,HAITI,2022,3,8,May 2022,16
Other Immigration Violator,Atlanta,HAITI,2022,3,9,Jun 2022,13
Other Immigration Violator,Atlanta,HONDURAS,2021,3,7,Apr 2021,25
Other Immigration Violator,Atlanta,HONDURAS,2021,3,8,May 2021,166
Other Immigration Violator,Atlanta,HONDURAS,2021,3,9,Jun 2021,255
Other Immigration Violator,Atlanta,HONDURAS,2021,4,10,Jul 2021,183
Other Immigration Violator,Atlanta,HONDURAS,2021,4,11,Aug 2021,204
Other Immigration Violator,Atlanta,HONDURAS,2021,4,12,Sep 2021,171
Other Immigration Violator,Atlanta,HONDURAS,2022,1,3,Dec 2021,85
Other Immigration Violator,Atlanta,HONDURAS,2022,1,2,Nov 2021,269
Other Immigration Violator,Atlanta,HONDURAS,2022,1,1,Oct 2021,169
Other Immigration Violator,Atlanta,HONDURAS,2022,2,5,Feb 2022,69
Other Immigration Violator,Atlanta,HONDURAS,2022,2,6,Mar 2022,103
Other Immigration Violator,Atlanta,HONDURAS,2022,2,4,Jan 2022,89
Other Immigration Violator,Atlanta,HONDURAS,2022,3,7,Apr 2022,77
Other Immigration Violator,Atlanta,HONDURAS,2022,3,8,May 2022,47
Other Immigration Violator,Atlanta,HONDURAS,2022,3,9,Jun 2022,46
Other Immigration Violator,Atlanta,HONDURAS,2022,4,10,Jul 2022,42
Other Immigration Violator,Atlanta,HONDURAS,2022,4,11,Aug 2022,38
Other Immigration Violator,Atlanta,HONDURAS,2022,4,12,Sep 2022,33
Other Immigration Violator,Atlanta,HONDURAS,2023,1,2,Nov 2022,42
Other Immigration Violator,Atlanta,HONDURAS,2023,1,1,Oct 2022,28
Other Immigration Violator,Atlanta,HONDURAS,2023,2,5,Feb 2023,12
Other Immigration Violator,Atlanta,HONDURAS,2023,2,4,Jan 2023,12
Other Immigration Violator,Atlanta,HONDURAS,2023,3,7,Apr 2023,17
Other Immigration Violator,Atlanta,HONDURAS,2023,3,8,May 2023,15
Other Immigration Violator,Atlanta,HONDURAS,2023,3,9,Jun 2023,10
Other Immigration Violator,Atlanta,HONDURAS,2024,1,3,Dec 2023,13
Other Immigration Violator,Atlanta,HONDURAS,2024,1,2,Nov 2023,13
Other Immigration Violator,Atlanta,HONDURAS,2024,1,1,Oct 2023,10
Other Immigration Violator,Atlanta,HONDURAS,2024,2,5,Feb 2024,13
Other Immigration Violator,Atlanta,HONDURAS,2024,2,4,Jan 2024,10
Other Immigration Violator,Atlanta,HONDURAS,2024,3,7,Apr 2024,17
Other Immigration Violator,Atlanta,INDIA,2022,4,12,Sep 2022,15
Other Immigration Violator,Atlanta,INDIA,2023,3,8,May 2023,14
Other Immigration Violator,Atlanta,MEXICO,2023,1,3,Dec 2022,13
Other Immigration Violator,Atlanta,MEXICO,2023,1,2,Nov 2022,29
Other Immigration Violator,Atlanta,MEXICO,2023,2,5,Feb 2023,15
Other Immigration Violator,Atlanta,MEXICO,2023,2,4,Jan 2023,12
Other Immigration Violator,Atlanta,MEXICO,2023,4,11,Aug 2023,11
Other Immigration Violator,Atlanta,MEXICO,2024,1,3,Dec 2023,11
Other Immigration Violator,Atlanta,MEXICO,2024,2,5,Feb 2024,17
Other Immigration Violator,Atlanta,MEXICO,2024,2,6,Mar 2024,19
Other Immigration Violator,Atlanta,MEXICO,2024,3,7,Apr 2024,13
Other Immigration Violator,Atlanta,MEXICO,2024,3,8,May 2024,31
Other Immigration Violator,Atlanta,MEXICO,2024,3,9,Jun 2024,26
Other Immigration Violator,Atlanta,MEXICO,2024,4,10,Jul 2024,11
Other Immigration Violator,Atlanta,NICARAGUA,2021,3,8,May 2021,12
Other Immigration Violator,Atlanta,NICARAGUA,2021,3,9,Jun 2021,20
Other Immigration Violator,Atlanta,NICARAGUA,2021,4,10,Jul 2021,19
Other Immigration Violator,Atlanta,NICARAGUA,2021,4,11,Aug 2021,16
Other Immigration Violator,Atlanta,NICARAGUA,2021,4,12,Sep 2021,15
Other Immigration Violator,Atlanta,NICARAGUA,2022,1,3,Dec 2021,30
Other Immigration Violator,Atlanta,NICARAGUA,2022,1,2,Nov 2021,37
Other Immigration Violator,Atlanta,NICARAGUA,2022,1,1,Oct 2021,39
Other Immigration Violator,Atlanta,NICARAGUA,2022,2,5,Feb 2022,64
Other Immigration Violator,Atlanta,NICARAGUA,2022,2,6,Mar 2022,58
Other Immigration Violator,Atlanta,NICARAGUA,2022,2,4,Jan 2022,24
Other Immigration Violator,Atlanta,NICARAGUA,2022,3,7,Apr 2022,49
Other Immigration Violator,Atlanta,NICARAGUA,2022,3,8,May 2022,57
Other Immigration Violator,Atlanta,NICARAGUA,2022,3,9,Jun 2022,83
Other Immigration Violator,Atlanta,NICARAGUA,2022,4,10,Jul 2022,82
Other Immigration Violator,Atlanta,NICARAGUA,2022,4,11,Aug 2022,96
Other Immigration Violator,Atlanta,NICARAGUA,2022,4,12,Sep 2022,77
Other Immigration Violator,Atlanta,NICARAGUA,2023,1,3,Dec 2022,55
Other Immigration Violator,Atlanta,NICARAGUA,2023,1,2,Nov 2022,137
Other Immigration Violator,Atlanta,NICARAGUA,2023,1,1,Oct 2022,139
Other Immigration Violator,Atlanta,NICARAGUA,2023,2,5,Feb 2023,64
Other Immigration Violator,Atlanta,NICARAGUA,2023,2,6,Mar 2023,37
Other Immigration Violator,Atlanta,NICARAGUA,2023,2,4,Jan 2023,82
Other Immigration Violator,Atlanta,NICARAGUA,2023,3,7,Apr 2023,35
Other Immigration Violator,Atlanta,NICARAGUA,2023,3,8,May 2023,34
Other Immigration Violator,Atlanta,NICARAGUA,2023,3,9,Jun 2023,24
Other Immigration Violator,Atlanta,NICARAGUA,2023,4,10,Jul 2023,27
Other Immigration Violator,Atlanta,NICARAGUA,2023,4,11,Aug 2023,43
Other Immigration Violator,Atlanta,NICARAGUA,2023,4,12,Sep 2023,36
Other Immigration Violator,Atlanta,NICARAGUA,2024,1,3,Dec 2023,14
Other Immigration Violator,Atlanta,NICARAGUA,2024,1,2,Nov 2023,24
Other Immigration Violator,Atlanta,NICARAGUA,2024,1,1,Oct 2023,51
Other Immigration Violator,Atlanta,NICARAGUA,2024,2,5,Feb 2024,18
Other Immigration Violator,Atlanta,NICARAGUA,2024,2,6,Mar 2024,10
Other Immigration Violator,Atlanta,NICARAGUA,2024,2,4,Jan 2024,17
Other Immigration Violator,Atlanta,NICARAGUA,2024,3,7,Apr 2024,18
Other Immigration Violator,Atlanta,NICARAGUA,2024,3,8,May 2024,41
Other Immigration Violator,Atlanta,NICARAGUA,2024,3,9,Jun 2024,20
Other Immigration Violator,Atlanta,NICARAGUA,2024,4,10,Jul 2024,12
Other Immigration Violator,Atlanta,NICARAGUA,2024,4,11,Aug 2024,23
Other Immigration Violator,Atlanta,NICARAGUA,2024,4,12,Sep 2024,13
Other Immigration Violator,Atlanta,PERU,2022,2,6,Mar 2022,20
Other Immigration Violator,Atlanta,PERU,2022,3,8,May 2022,14
Other Immigration Violator,Atlanta,PERU,2022,4,11,Aug 2022,16
Other Immigration Violator,Atlanta,PERU,2023,1,1,Oct 2022,12
Other Immigration Violator,Atlanta,PERU,2023,2,5,Feb 2023,12
Other Immigration Violator,Atlanta,PERU,2023,2,6,Mar 2023,17
Other Immigration Violator,Atlanta,PERU,2023,2,4,Jan 2023,14
Other Immigration Violator,Atlanta,PERU,2024,1,1,Oct 2023,10
Other Immigration Violator,Atlanta,VENEZUELA,2021,3,8,May 2021,26
Other Immigration Violator,Atlanta,VENEZUELA,2021,3,9,Jun 2021,13
Other Immigration Violator,Atlanta,VENEZUELA,2021,4,10,Jul 2021,35
Other Immigration Violator,Atlanta,VENEZUELA,2021,4,11,Aug 2021,50
Other Immigration Violator,Atlanta,VENEZUELA,2021,4,12,Sep 2021,56
Other Immigration Violator,Atlanta,VENEZUELA,2022,1,3,Dec 2021,58
Other Immigration Violator,Atlanta,VENEZUELA,2022,1,2,Nov 2021,57
Other Immigration Violator,Atlanta,VENEZUELA,2022,1,1,Oct 2021,53
Other Immigration Violator,Atlanta,VENEZUELA,2022,2,5,Feb 2022,398
Other Immigration Violator,Atlanta,VENEZUELA,2022,2,6,Mar 2022,220
Other Immigration Violator,Atlanta,VENEZUELA,2022,2,4,Jan 2022,139
Other Immigration Violator,Atlanta,VENEZUELA,2022,3,7,Apr 2022,101
Other Immigration Violator,Atlanta,VENEZUELA,2022,3,8,May 2022,103
Other Immigration Violator,Atlanta,VENEZUELA,2022,3,9,Jun 2022,34
Other Immigration Violator,Atlanta,VENEZUELA,2022,4,10,Jul 2022,28
Other Immigration Violator,Atlanta,VENEZUELA,2022,4,11,Aug 2022,41
Other Immigration Violator,Atlanta,VENEZUELA,2022,4,12,Sep 2022,72
Other Immigration Violator,Atlanta,VENEZUELA,2023,1,3,Dec 2022,55
Other Immigration Violator,Atlanta,VENEZUELA,2023,1,2,Nov 2022,110
Other Immigration Violator,Atlanta,VENEZUELA,2023,1,1,Oct 2022,118
Other Immigration Violator,Atlanta,VENEZUELA,2023,2,5,Feb 2023,58
Other Immigration Violator,Atlanta,VENEZUELA,2023,2,6,Mar 2023,67
Other Immigration Violator,Atlanta,VENEZUELA,2023,2,4,Jan 2023,48
Other Immigration Violator,Atlanta,VENEZUELA,2023,3,7,Apr 2023,58
Other Immigration Violator,Atlanta,VENEZUELA,2023,3,8,May 2023,56
Other Immigration Violator,Atlanta,VENEZUELA,2023,3,9,Jun 2023,33
Other Immigration Violator,Atlanta,VENEZUELA,2023,4,10,Jul 2023,37
Other Immigration Violator,Atlanta,VENEZUELA,2023,4,11,Aug 2023,50
Other Immigration Violator,Atlanta,VENEZUELA,2023,4,12,Sep 2023,49
Other Immigration Violator,Atlanta,VENEZUELA,2024,1,3,Dec 2023,23
Other Immigration Violator,Atlanta,VENEZUELA,2024,1,2,Nov 2023,57
Other Immigration Violator,Atlanta,VENEZUELA,2024,1,1,Oct 2023,77
Other Immigration Violator,Atlanta,VENEZUELA,2024,2,5,Feb 2024,19
Other Immigration Violator,Atlanta,VENEZUELA,2024,2,4,Jan 2024,21
Other Immigration Violator,Atlanta,VENEZUELA,2024,3,8,May 2024,21
Other Immigration Violator,Atlanta,VENEZUELA,2024,4,10,Jul 2024,15
Other Immigration Violator,Atlanta,VENEZUELA,2024,4,11,Aug 2024,10
Other Immigration Violator,Baltimore,COLOMBIA,2022,2,6,Mar 2022,15
Other Immigration Violator,Baltimore,COLOMBIA,2022,2,4,Jan 2022,10
Other Immigration Violator,Baltimore,COLOMBIA,2023,2,6,Mar 2023,15
Other Immigration Violator,Baltimore,COLOMBIA,2023,3,9,Jun 2023,10
Other Immigration Violator,Baltimore,COLOMBIA,2023,4,12,Sep 2023,15
Other Immigration Violator,Baltimore,ECUADOR,2022,2,4,Jan 2022,10
Other Immigration Violator,Baltimore,ECUADOR,2022,4,12,Sep 2022,19
Other Immigration Violator,Baltimore,ECUADOR,2023,1,2,Nov 2022,12
Other Immigration Violator,Baltimore,ECUADOR,2023,1,1,Oct 2022,11
Other Immigration Violator,Baltimore,ECUADOR,2023,4,12,Sep 2023,13
Other Immigration Violator,Baltimore,ECUADOR,2024,4,12,Sep 2024,12
Other Immigration Violator,Baltimore,EL SALVADOR,2022,2,5,Feb 2022,30
Other Immigration Violator,Baltimore,EL SALVADOR,2022,2,6,Mar 2022,34
Other Immigration Violator,Baltimore,EL SALVADOR,2022,2,4,Jan 2022,13
Other Immigration Violator,Baltimore,EL SALVADOR,2022,3,7,Apr 2022,11
Other Immigration Violator,Baltimore,EL SALVADOR,2022,3,9,Jun 2022,18
Other Immigration Violator,Baltimore,EL SALVADOR,2022,4,10,Jul 2022,14
Other Immigration Violator,Baltimore,EL SALVADOR,2022,4,11,Aug 2022,55
Other Immigration Violator,Baltimore,EL SALVADOR,2022,4,12,Sep 2022,38
Other Immigration Violator,Baltimore,EL SALVADOR,2023,1,3,Dec 2022,22
Other Immigration Violator,Baltimore,EL SALVADOR,2023,1,2,Nov 2022,29
Other Immigration Violator,Baltimore,EL SALVADOR,2023,1,1,Oct 2022,35
Other Immigration Violator,Baltimore,EL SALVADOR,2023,2,5,Feb 2023,12
Other Immigration Violator,Baltimore,EL SALVADOR,2023,2,6,Mar 2023,11
Other Immigration Violator,Baltimore,EL SALVADOR,2023,3,7,Apr 2023,10
Other Immigration Violator,Baltimore,EL SALVADOR,2023,3,8,May 2023,10
Other Immigration Violator,Baltimore,EL SALVADOR,2023,3,9,Jun 2023,12
Other Immigration Violator,Baltimore,EL SALVADOR,2024,2,5,Feb 2024,17
Other Immigration Violator,Baltimore,EL SALVADOR,2024,2,6,Mar 2024,12
Other Immigration Violator,Baltimore,EL SALVADOR,2024,2,4,Jan 2024,10
Other Immigration Violator,Baltimore,GUATEMALA,2022,1,1,Oct 2021,16
Other Immigration Violator,Baltimore,GUATEMALA,2022,2,6,Mar 2022,16
Other Immigration Violator,Baltimore,GUATEMALA,2022,2,4,Jan 2022,10
Other Immigration Violator,Baltimore,GUATEMALA,2022,3,7,Apr 2022,15
Other Immigration Violator,Baltimore,GUATEMALA,2022,4,10,Jul 2022,13
Other Immigration Violator,Baltimore,GUATEMALA,2022,4,11,Aug 2022,44
Other Immigration Violator,Baltimore,GUATEMALA,2022,4,12,Sep 2022,32
Other Immigration Violator,Baltimore,GUATEMALA,2023,1,3,Dec 2022,15
Other Immigration Violator,Baltimore,GUATEMALA,2023,1,1,Oct 2022,39
Other Immigration Violator,Baltimore,GUATEMALA,2023,3,8,May 2023,23
Other Immigration Violator,Baltimore,GUATEMALA,2023,4,10,Jul 2023,17
Other Immigration Violator,Baltimore,GUATEMALA,2024,3,7,Apr 2024,15
Other Immigration Violator,Baltimore,HAITI,2021,4,11,Aug 2021,21
Other Immigration Violator,Baltimore,HAITI,2021,4,12,Sep 2021,24
Other Immigration Violator,Baltimore,HAITI,2022,1,2,Nov 2021,15
Other Immigration Violator,Baltimore,HAITI,2022,1,1,Oct 2021,17
Other Immigration Violator,Baltimore,HAITI,2022,2,5,Feb 2022,17
Other Immigration Violator,Baltimore,HAITI,2022,2,6,Mar 2022,21
Other Immigration Violator,Baltimore,HAITI,2022,2,4,Jan 2022,16
Other Immigration Violator,Baltimore,HAITI,2022,3,8,May 2022,10
Other Immigration Violator,Baltimore,HAITI,2022,3,9,Jun 2022,13
Other Immigration Violator,Baltimore,HAITI,2022,4,10,Jul 2022,12
Other Immigration Violator,Baltimore,HAITI,2022,4,11,Aug 2022,15
Other Immigration Violator,Baltimore,HAITI,2022,4,12,Sep 2022,10
Other Immigration Violator,Baltimore,HAITI,2023,1,2,Nov 2022,10
Other Immigration Violator,Baltimore,HONDURAS,2022,1,2,Nov 2021,10
Other Immigration Violator,Baltimore,HONDURAS,2022,2,5,Feb 2022,27
Other Immigration Violator,Baltimore,HONDURAS,2022,2,6,Mar 2022,39
Other Immigration Violator,Baltimore,HONDURAS,2022,2,4,Jan 2022,13
Other Immigration Violator,Baltimore,HONDURAS,2022,3,7,Apr 2022,20
